000A94A0,"Faith: Let them try."
86BFF820,"BEAT MAP"
86C71538,"DELIVERY MISSION"
86C81585,"ATTACK from SWING to deal HIGH DAMAGE"
86CF0C84,"PAGE UP"
86D1B81C,"Noah: I’m sure it is. Just don’t get caught. And come talk to me when you’re done with whatever you’re doing, Faith."
86DB0EA0,"it's as if my whole body fills up with nothing but the blackest of hate. "
86DFF2EE,"But it doesn’t matter. We won’t be around when it happens. "
86F2043D,"Faith: No. Not anymore."
86F5191D,"Faith's physical well being"
86FD6906,"Dogen: From all the commotion in the View I gather the mission was a success?"
86FDC48D,"Delivery confirmed. Thank you. Payment is on the way."
87091594,"Report to your assigned assembly location. A supervisor will register your gridPrint. To not follow these instruction is considered a breach of policy."
871D8B05,"."
872C4860,"Aline: Good. Continue through the generator hall. You can get in through the exhaust fans."
87311709,"Faith: Found a note. It says the chip has been installed on a drone in the demo room."
8732520C,"Faith: Good. I’m sick of hiding. And Kruger still has no clue why I’m here anyway."
87334C47,"Destroy all Security Hubs"
87345B1F,"SENIOR DIGITAL PRODUCT RELEASE MANAGER"
8738B649,"I Saw You On The Battlefield"
873A0707,"Use your environment to deal HIGH DAMAGE"
87400036,"BRAND QUALITY ASSURANCE PROJECT LEAD"
87402C5E,"Well for one thing, I know how to hack things."
87472A20,"Kruger: It’s very simple. I want Faith Connors. And the blueprint."
87563157,"Icarus has contacted REBECCA THANE and she is offering you sanctuary. Noah would've disapproved but Noah is also dead, and at this point you don't have much of a choice. Somewhere deep in the REZONING district lies the secret Black November headquarters.   Hopefully you'll find some respite there."
8778B58A,"Plastic: I managed to delay the alarm but it’ll go off in a few minutes. Fastest way out is to ride the employ shuttle leaving from the main lobby."
87838B46,"Only the groundwork for everything we're doing! And human test subjects? "
8786576A,"GROUP TECHNICAL DIRECTOR"
87A09081,"You have reached your limit of listed UGC. Your Time Trial was saved as unlisted."
87A28DA4,"Nomad: I’d do it myself, but you were always the fighter, Faith."
87A2AAA6,"Dogen: I didn’t think Faith had any friends."
87A42F5B,"UGC is not yet enabled. Continue playing the main story to enable it."
87A738B2,"Repay Dogen"
87ACA2B4,"Payback"
87B7E73E,"Are you awake? Hey kid, can you hear me?"
87BEF6F0,"SENIOR MANAGER BUSINESS OPERATIONS"
87DDA469,"No, it's not a pill. You'll have to come with me. Everything will be better. "
87EDB00A,"Plastic: Your Beat should show her last known location now."
87F4BF94,"Where have you been!? I’m risking everything while waiting here! At least you have the package. I hope the data is still valid. Oh, and you’ll be paid, of course."
87FBA832,"CORE QA"
8800F4A3,"Find a way to clear out KrugerSec"
8800F4A4,"Call off or fight the KrugerSec guards"
8800F4A5,"Talk to the runner"
8800F4A6,"Runner: Hey thanks! I thought I was a goner. I would have escaped if I wasn't for those meddling Kruger Sec! I think I am ok now. Ill see ya around Faith. And thanks again!"
8800F4A7,"Plastic: Thanks Faith. I don't know what I would do with out you! I'll be in touch if you ever need me. Good luck out there!"
8802E55D,"Learn how the controls are setup"
8807798A,"REGATTA BAY"
88084401,"STORE SPOTLIGHT"
880C65E1,"So, Sarge, If it's like you say and the gold has been hidden here for spies and other vermin, then, wouldn't it be a very loyal thing to liberate said gold from Armnistat? Thus, eliminating the threat?"
880C88A8,"NEW GUY"
881F8933,"Talk to Plastic"
881F8965,"Plastic: Ok, Faith. I found the terminal. I have marked in on your map. Get to it and we can send them a fake order with the highest priority!"
881F8966,"Faith hacks the console and send the message. (Faith can here the crack of the radios and can faintly here a fake transmition to the guards) Upon receiving the fake message, Kruger's forces acknowledge and move out. Plastic: Great job! Now we need to wait till they clear and you can get to (Name)."
881F8967,"Plastic VO: You got this Faith! Show them what you're made of!"
881F8986,"Hey, I am sorry but I am in no condition to take on those guys outside. Please take them out and come back when there gone."
88383654,"{0:d} / {1:d}"
8846A3F7,"Faith: There. It worked! It’s shutting down."
884851F4,"He's worried about the rally. "
885243A8,"Nomad: No rush. Just the fact that KrugerArms lost it should cause them a lot of trouble. You’re the best, Faith."
8856A7B8,"Rewarded for completing 20 opportunity missions"
885C11BA,"CHAOSLINES GREEN"
8862E87B,"DIRECTOR OF NETWORK ENGINEERING"
8865E4DB,"LEAD GAME MODE DESIGNER"
886DC2AC,"{0:d} / {1:d}  GRIDLEAKS"
886E52AB,"ISABEL KRUGER/CAITLYN CONNORS"
887AEA51,"Automated Voice: Attention! You too can become hiCaste. Report five or more instances of suspicious activity this week for a 5% boost to your corporate shareholder plan."
8882E207,"Plastic: Comms are dropping where you are, Faith. You might not (static) keep going, and (static)"
888FBE6A,"LUCASFILM GAMES TEAM"
8892C9CE,"+1 DISRUPTOR charge"
8893E9E1,"Triumvirate Drive"
8899E24F,"{0:d}"
88A2E967,"ALERT LEVEL TOO HIGH FOR FAST TRAVEL"
88C4316A,"I just got a message that the vial broke. That is unacceptable. Of course you won’t be paid."
88CEBD21,"Plastic: Are you there yet? We’re running out of time!"
88E96F3E,"{0:input} + {1:input} HOLD to SHIFT and start running"
88EAAA7D,"Runner. The package contains a flower. Quite delicate. It’s for a friend and I’d appreciate it if you could deliver it to her intact."
88F01B9E,"Plastic: No, don’t kill yourself. That would be stupid. I mean get off when they pass by the building!"
88F22F1D,"Noah: If you’re gonna use it for leverage with Dogen we need to figure out what it is."
89001E85,"Icarus: I do have better things to do than baby-sit you, Faith. How about you get over here so we can get this run done?"
890AE5D1,"OLD FRIENDS"
890E6B24,"SHIFT"
891DEEEC,"So when is the new batch arriving?"
8929FFE6,"Icarus: And another terminal ..."
892BF4BA,"PRODUCTION DIRECTOR"
892F9FD1,"LEAD CAPTURE SPECIALIST"
89499412,"Nomad: Nice one, Faith! Keep going!"
894C8AD0,"Subject heart rate nominal."
897704D1,"REGATTA BAY"
897704D2,"OCEAN PIER"
8984BCBA,"Rebecca: Shouldn’t you be climbing by now?"
898874E8,"Disable every gridNode"
898DDEEA,"Power off"
89A3DFA8,"FOCUS PLAYER"
89B9C853,"Prisoner: Stop it! I’ll go! Stop hitting me!"
89B9F6DF,"The Shard"
89C57468,"RECORDING #09248 LOCATION: REFLECTION LAB 04  TRANSCRIPT:  ALINE MAERA ... and this is the central repository of all test results.  ARTHUR MALUS Is there a quick reference so I can get up to speed?  ALINE MAERA Yes, I will send it to you, Doctor Malus. You should spend tonight familiarizing yourself with the data.  ARTHUR MALUS Any specifics you'd like me to delve into, Director Maera?  ALINE MAERA We'll get to that tomorrow when I introduce you to the team.  ARTHUR MALUS Fine. And who will I report to?  ALINE MAERA You'll be reporting to me, of course.  ARTHUR MALUS Oh. I thought...  END OF TRANSCRIPT"
89C57469,"RECORDING #09394 LOCATION: DR. MAERA'S OFFICE  TRANSCRIPT:  ARTHUR MALUS I just don't think these results match up at all.  ALINE MAERA What are you implying?  ARTHUR MALUS I'm not implying anything. I am stating very clearly that your conclusions are based on test data from a far too low number of subjects.  ALINE MAERA That's quite strong criticism from somebody new to the project.  ARTHUR MALUS Maybe. But the fact remains that you should have done a better job. There are simply not enough sample points to use as conclusive evidence.  ALINE MAERA I disagree.  ARTHUR MALUS You do what you will. We need to perform more tests on human subjects. And what is this ""Connors Algorithm"", really?  ALINE MAERA Only the groundwork for everything we're doing! And human test subjects? Where will you find them?  ARTHUR MALUS I don't think that will be a problem, do you?  END OF TRANSCRIPT"
89C5746A,"RECORDING #09483 LOCATION: DR. MAERA'S OFFICE  TRANSCRIPT:  ALINE MAERA Have you seen these? I have never seen these studies before. Is this something Doctor Malus requested?  ALINE MAERA There's a restricted sub-hash here. I'm supposed to have full access to our research. What is this? Brain hemorrhaging. Pain receptors. Limbic System Attachment rate? Kingdom?  ALINE MAERA Hey, Lucy, did Doctor Malus discuss any of this with you?  END OF TRANSCRIPT"
89C5746B,"RECORDING #09683 LOCATION: DR. MALUS' OFFICE  TRANSCRIPT:  ALINE MAERA Doctor Malus? What are you doing at my work station?  ARTHUR MALUS This isn't your work station anymore. As of today I'm assuming control of this department.  ALINE MAERA What?  ARTHUR MALUS Your presence is requested in the head office. They expected you half an hour ago, I believe.  ALINE MAERA What is the meaning of this?  ARTHUR MALUS Yesterday, you let no less than two spies break into the research area. The complete project blueprint was stolen. I think the eXecs deserve an explanation of how that happened, don't you?  ALINE MAERA I was there, Doctor Malus. I know what happened. And I did not let anyone in!  ARTHUR MALUS The clock is ticking, Doctor.  END OF TRANSCRIPT"
89C5746C,"RECORDING # 09702 LOCATION: ALINE MAERA'S APARTMENT, OCEAN GLASS VIEW  TRANSCRIPT:  ALINE MAERA Well, this is it, I guess. In a few minutes, KrugerSec Enforcers will be here to take me away. Maybe I’ll be sent to the Greylands, or perhaps to the Kingdom facility, the existence of which they have tried so hard to keep away from me.  They will say things about me, cousin. Things that aren't true. That's the way it works in Conglomerate Cascadia. The media will paint me in the darkest of light, and all of it will reflect on you. For that I am sorry. I never meant for any of this to happen. I truly believed that what I was developing, this new technology, would be a boon for us all.   They will roll out Reflection here in Glass soon and I don't know what it is anymore. It has a hidden purpose. Be careful, cousin, don't trust what the advertisements tell you, and don’t sign up for the treatment. In time I believe it will be made mandatory for all employs, like the gridLink is today, but until that time comes you should wait.  (HEAVY KNOCKING IN THE BACKGROUND)  Here they come.  Wait! There’s no need to--  (HEAVY COMMOTION)  END OF TRANSCRIPT"
89C903A4,"LMB"
89C903A5,"RMB"
89C903A6,"MOUSE2"
89C903A7,"MOUSE3"
89C903A8,"MOUSE4"
89C903A9,"MOUSE5"
89C903AA,"MOUSE6"
89C903AB,"MOUSE7"
89CE86DD,"MISSION DESIGNERS"
89D4619F,"Faith? Better now, I think, after we got Kruger's daughter. "
89D78C30,"Civilian Health:  {0:d}"
89D960EA,"Got one. Send in reinforcements."
89DD1CEB,"Aline: There’s an elevator shaft ahead you can use. But we need to hack the doors open."
89E5BE42,"And ... values are going down. Good. Visual stimuli is still superior."
89F8C57D,"Noah: Yeah ... I hope so."
89F923D4,"SERVICE OPS MANAGER"
89FC6153,"Avenge them"
89FC8BAB,"Damn it. That data is useless now."
89FD8A73,"Nomad: More than worth it. You’ve helped a lot of people today, Faith. Talk more soon!"
8A01CB55,"Never forgotten"
8A1AE323,"MISSION SOFTWARE ENGINEERS"
8A30367B,"COMMUNITY SPOTLIGHT"
8A365FBE,"Dogen was contacted by his long lost sister, but the message is cryptic and vague. Dogen needs you to find clues to figure out what happened to her."
8A39881B,"While ENGAGED with an OPPONENT {0:input} or {1:input} + {2:input}  A quick strafe around the opponent.  Used to dodge attacks and gain positional advantage"
8A3A5B41,"Plastic: Hey, I helped out too!"
8A3CF876,"{0:f.1} m"
8A41FA8C,"So what does Henry say about the situation?"
8A69EDF6,"ENVIRONMENT ARTISTS"
8A6EB640,"EA SHANGHAI"
8A7BCF60,"Icarus: And now they know you came this way."
8A7E4727,"PRESS B TO CANCEL RV"
8A846E57,"Floor 22. BioTech."
8A8714A5,"SENIOR CONTRACT ADMINISTRATOR"
8A943F18,"LUCASFILM"
8A9E160D,"ACHIEVEMENTS"
8AC5C95D,"Get to the old warehouse"
8AC5C95E,"Make your way through the warehouse"
8AC5C95F,"Use RUNNER'S VISION to find the Everdyne Tower"
8AC5C960,"Complete the Combat Echo Mod"
8AC5C961,"Springboard through the window"
8AC5C962,"Use elevator shaft to access the roof"
8AC5C963,"Go to the Zephyr Transit Hub"
8AC5C964,"Find the Runner Lair and talk to Noah"
8AC5C965,"Change into your Runner gear"
8AC5C966,"Make your way towards the Orion Building."
8ACA5E87,"Don’t let them spot you!"
8ADC621F,"Break into AllCom and get more processing power for Plastic."
8AE18D16,"DOWNTOWN, LO- & MIDCASTE. POP 29000"
8AF1A702,"Are you coming or what?"
8AFAC9A6,"Dogen: I could use a competent runner, Faith. One who wouldn’t mind getting her hands dirty."
8B17FC1E,"SENIOR COMMUNICATIONS MANAGER APAC"
8B180676,"Automated Voice: Attention! It is every employ’s duty to report Runner activity to the authorities. Contact KrugerSec over gridLink or visit your closest KrugerSec office."
8B1ADFD2,"Base function"
8B297F2D,"Icarus: Faith, I see smoke!"
8B2DEC2C,"I’m getting out and you should too. "
8B3352DD,"Plastic: Faith, Kuma wants me to ask you if you can help expand my metaGrid access. Please?"
8B343C26,"Unknown client version. Social features will be unavailable."
8B363D11,"runVisTestTarget"
8B4757BE,"Noah: I have a contact in Anchor who is a wizard with gridWare. Name is Plastic. Take the drive there."
8B549D82,"FRAGILE DELIVERY"
8B5FD71A,"{0:d}%"
8B715657,"Sentinel: No vitals? Then she’s dead. Let the clean-up crew dig up the body. I got better things to do. Yeah, she took out all of them. Send an EMT too while you're at it. I’m done here."
8B7F67E1,"Plastic: What are you waiting for?"
8B9F2D2F,"Plastic: I hope she made it ..."
8BA0B680,"Icarus: Meet me at the jump-off point near the labs, Faith."
8BA74860,"Plastic: Of course I get it."
8BB2A6F6,"Nomad: You say that like it’s a bad thing! Keep looking for those relay boxes around the city, Faith. It’ll really help the outCaste."
8BB304D5,"Well, I talked to my “friends” on the board today. I don't know what Dogen has on them, "
8BBD11E7,"ICARUS"
8BC035BA,"FLOW SCORE"
8BC2785F,"If you want to run for me, there are a few rules you have to follow, "
8BC864D4,"From what I hear she took out both Leonard and Paulsen by herself. So yes, I want back-up! And what’s the capture bonus up to again?"
8BDD9D89,"Escape the highest City Alert State"
8BE3078B,"Big Brother can't keep up"
8BE52E7B,"Ride the train to the Shard"
8BE52E7C,"Run to the elevators"
8BE52E7D,"Make your way to the top of the building"
8BE52E7E,"Find the wind turbine "
8BE52E7F,"Get to the fan vent in the generator room"
8BE52E80,"Get through the Atrium"
8BE52E81,"Get to the bottom of the rip"
8BE52E82,"Get to the top of the rip"
8BE52E83,"Ride the turbine blades"
8BE52E84,"Reach the topmost chamber"
8BEB84D6,"RE-RUN"
8BEB84D7,"HAVE A LITTLE FAITH"
8BEB84D8,"DON'T BE A NOMAD"
8BF0C3CE,"AT A GLANCE:  Silvine is the premier software and electronics hardware manufacturer in Cascadia, their attention to detail and quality quickly propelling them to the top of the market where they proceeded to assimilate all competition. They are involved in several cross-collaboration projects with Kruger Holding, Elysium Corp and Everdyne Energy and their products range from advanced computational hardware to surveillance packages, entertainment systems and wearable devices.  CURRENT CHAIRMAN: Arthur Malus TOTAL MARKET SHARE: 9% NUMBER OF EMPLOYS: 1 970 614 as of FY48 MAIN OWNERS: House Malus CORPORATE SLOGAN: “Enhance Your Life” MAIN SUBSIDIARIES: Silvine gWare, Silvine hWare, Silvine rDev, Silvine Manufacture FOUNDED: FY01"
8BFD10C2,"Hey, Lucy, did Doctor Malus discuss any of this with you?"
8C069FBA,"SCROLL LOCK"
8C0AC4A4,"EXAMINE THALIA"
8C10AFC3,"Find the runnner"
8C1F43BA,"MEDIA PLANNERS"
8C25A332,"You do what you will. We need to perform more tests on human subjects. "
8C2A44B4,"Nomad: Dammit, Faith! You lost it. It’ll be a while before we get another shot at this."
